,X,Y,Z,fid,overall_tn,begin,end,Track ID,Vessel Type Number,Ship Type_Length,Ship Type_Num,fid_2,Nearest,Hour
8,113.912561829945,22.4195369401233,0,9,311227,2021/12/14 10:28:00,2021/12/14 11:50:00,26187,,SC,,1,2021-12-14T11:12:00.000,11
9,113.910310978742,22.4187623556963,0,10,413803,2021/12/14 03:11:24,2021/12/14 04:57:01,31518,52.0,SC,PV,1,2021-12-14T03:49:00.000,4
10,113.911518998467,22.4191780709891,0,11,413803,2021/12/14 03:11:24,2021/12/14 04:57:01,31518,52.0,SC,PV,1,2021-12-14T09:36:30.000,10
11,113.911054539675,22.4190182369907,0,12,282161,2021/12/14 05:26:48,2021/12/14 05:40:30,24677,52.0,SC,PV,1,2021-12-14T10:55:00.000,11
12,113.911161387941,22.4190550066372,0,13,258529,2021/12/14 08:21:57,2021/12/14 09:00:00,23463,,SC,,1,2021-12-14T04:35:00.000,5
13,113.911602384767,22.4192067666796,0,14,390542,2021/12/14 05:31:54,2021/12/14 06:43:30,30314,,SC,,1,2021-12-14T03:19:30.000,3
14,113.911117708153,22.4190399751312,0,15,153731,2021/12/14 01:37:18,2021/12/14 02:24:30,18025,,SC,,1,2021-12-14T10:55:00.000,11
15,113.911298328276,22.4191021318541,0,16,153731,2021/12/14 01:37:18,2021/12/14 02:24:30,18025,,SC,,1,2021-12-14T04:51:00.000,5
16,113.913054665325,22.4197065393445,0,17,153731,2021/12/14 01:37:18,2021/12/14 02:24:30,18025,,SC,,1,2021-12-14T02:06:39.000,2
17,113.909932659771,22.4186321649565,0,18,530819,2021/12/14 06:02:21,2021/12/14 06:57:09,8814,,SC,,1,2021-12-14T03:47:09.000,4
18,113.91091413722,22.418969920356,0,19,482557,2021/12/14 09:04:27,2021/12/14 11:46:30,6314,,SC,,1,2021-12-14T03:29:30.000,3
19,113.911357049508,22.4191223395657,0,20,482557,2021/12/14 09:04:27,2021/12/14 11:46:30,6314,,SC,,1,2021-12-14T10:44:00.000,11
20,113.911424705081,22.419145621848,0,21,528654,2021/12/14 02:48:09,2021/12/14 23:59:15,8703,70.0,SC,RTV,1,2021-12-14T10:43:30.000,11
21,113.910741572803,22.4189105358396,0,22,328559,2021/12/14 23:43:24,2021/12/14 23:49:00,27084,,SC,,1,2021-12-14T04:21:00.000,4
22,113.910556221618,22.4188467510186,0,23,253592,2021/12/14 04:07:57,2021/12/14 09:01:30,23198,52.0,SC,PV,1,2021-12-14T06:38:00.000,7
23,113.910574882393,22.4188531727429,0,24,253592,2021/12/14 04:07:57,2021/12/14 09:01:30,23198,52.0,SC,PV,1,2021-12-14T06:38:00.000,7
24,113.910616942407,22.4188676468367,0,25,253592,2021/12/14 04:07:57,2021/12/14 09:01:30,23198,52.0,SC,PV,1,2021-12-14T06:38:00.000,7
25,113.910808964975,22.4189337274782,0,26,253592,2021/12/14 04:07:57,2021/12/14 09:01:30,23198,52.0,SC,PV,1,2021-12-14T04:21:00.000,4
26,113.911077981616,22.4190263040557,0,27,253592,2021/12/14 04:07:57,2021/12/14 09:01:30,23198,52.0,SC,PV,1,2021-12-14T10:55:00.000,11
27,113.91116511936,22.4190562907287,0,28,253592,2021/12/14 04:07:57,2021/12/14 09:01:30,23198,52.0,SC,PV,1,2021-12-14T04:35:00.000,5
28,113.911215287293,22.4190735549973,0,29,253592,2021/12/14 04:07:57,2021/12/14 09:01:30,23198,52.0,SC,PV,1,2021-12-14T04:51:00.000,5
29,113.911288953315,22.4190989056528,0,30,253592,2021/12/14 04:07:57,2021/12/14 09:01:30,23198,52.0,SC,PV,1,2021-12-14T04:51:00.000,5
30,113.911432685657,22.4191483681999,0,31,34269,2021/12/14 02:46:42,2021/12/14 03:21:30,11799,52.0,SC,PV,1,2021-12-14T10:43:30.000,11
31,113.911760656576,22.4192612326871,0,32,153298,2021/12/14 02:15:06,2021/12/14 03:17:00,18003,60.0,SC,SC,1,2021-12-14T10:32:30.000,11
32,113.909875103322,22.4186123580812,0,33,184019,2021/12/14 03:47:09,2021/12/14 03:49:00,1959,52.0,SC,PV,1,2021-12-14T04:00:39.000,4
33,113.911962348446,22.4193306408209,0,34,394040,2021/12/14 08:12:00,2021/12/14 08:19:00,30493,,SC,,1,2021-12-14T08:12:30.000,8
34,113.910018594118,22.4186617375053,0,35,459420,2021/12/14 18:48:18,2021/12/14 19:50:55,510,,SC,,1,2021-12-14T03:31:00.000,4
35,113.911256170365,22.4190876240708,0,36,473841,2021/12/14 07:45:51,2021/12/14 08:11:30,5850,,SC,,1,2021-12-14T04:51:00.000,5
36,113.910683804779,22.4188906561554,0,37,66441,2021/12/14 06:31:54,2021/12/14 06:44:30,13475,,SC,,1,2021-12-14T04:21:00.000,4
37,113.911548846785,22.4191883426773,0,38,66442,2021/12/14 07:28:12,2021/12/14 07:59:30,13475,60.0,SC,PV,1,2021-12-14T07:33:30.000,8
38,113.911887258076,22.419304800005,0,39,66442,2021/12/14 07:28:12,2021/12/14 07:59:30,13475,60.0,SC,PV,1,2021-12-14T08:12:30.000,8
39,113.911894883743,22.4193074242224,0,40,66442,2021/12/14 07:28:12,2021/12/14 07:59:30,13475,60.0,SC,PV,1,2021-12-14T08:12:30.000,8
40,113.910397858733,22.4187922536691,0,41,305752,2021/12/14 06:27:00,2021/12/14 06:29:39,2590,,SC,,1,2021-12-14T03:49:00.000,4
41,113.911607579418,22.4192085543125,0,42,348495,2021/12/14 02:47:48,2021/12/14 12:07:00,28133,70.0,RTV,RTV,1,2021-12-14T03:19:30.000,3
42,113.910646634893,22.4188778648989,0,43,331784,2021/12/14 03:20:45,2021/12/14 03:29:30,27256,,SC,,1,2021-12-14T04:21:00.000,4
0,113.911630332392,22.4192163842833,0,1,240756,2021/12/15 02:45:27,2021/12/15 02:59:30,22539,,SC,,1,2021-12-15T07:18:00.000,7
1,113.912426130245,22.419490241846,0,2,489810,2021/12/15 03:25:33,2021/12/15 03:57:33,669,,SC,,1,2021-12-15T03:29:30.000,3
2,113.912642954036,22.4195648573209,0,3,489810,2021/12/15 03:25:33,2021/12/15 03:57:33,669,,SC,,1,2021-12-15T03:33:30.000,4
3,113.912849167572,22.4196358214938,0,4,489810,2021/12/15 03:25:33,2021/12/15 03:57:33,669,,SC,,1,2021-12-15T15:09:01.000,15
4,113.912902102739,22.4196540380493,0,5,489810,2021/12/15 03:25:33,2021/12/15 03:57:33,669,,SC,,1,2021-12-15T03:31:00.000,4
5,113.912073432003,22.419368867956,0,6,376807,2021/12/15 14:43:42,2021/12/15 15:02:19,29602,,SC,,1,2021-12-15T14:51:00.000,15
6,113.91138328673,22.4191313685692,0,7,49850,2021/12/15 06:33:27,2021/12/15 08:11:00,12607,,SC,,1,2021-12-15T07:18:00.000,7
7,113.911435777762,22.4191494322846,0,8,49850,2021/12/15 06:33:27,2021/12/15 08:11:00,12607,,SC,,1,2021-12-15T07:18:00.000,7
8,113.911778837941,22.419267489432,0,9,527678,2021/12/15 01:35:06,2021/12/15 03:58:30,8652,,SC,,1,2021-12-15T06:32:30.000,7
9,113.911921929553,22.4193167314851,0,10,527678,2021/12/15 01:35:06,2021/12/15 03:58:30,8652,,SC,,1,2021-12-15T14:51:00.000,15
10,113.912001708465,22.4193441857668,0,11,242460,2021/12/15 15:10:27,2021/12/15 16:38:30,22622,,SC,,1,2021-12-15T14:51:00.000,15
11,113.912271485728,22.4194370240967,0,12,242460,2021/12/15 15:10:27,2021/12/15 16:38:30,22622,,SC,,1,2021-12-15T03:35:30.000,4
12,113.909881391729,22.4186145221081,0,13,193511,2021/12/15 09:37:24,2021/12/15 11:35:30,2008,,SC,,1,2021-12-15T10:51:00.000,11
13,113.910043929092,22.4186704560187,0,14,193511,2021/12/15 09:37:24,2021/12/15 11:35:30,2008,,SC,,1,2021-12-15T10:49:18.000,11
14,113.910655898974,22.4188810529431,0,15,193511,2021/12/15 09:37:24,2021/12/15 11:35:30,2008,,SC,,1,2021-12-15T10:10:30.000,10
15,113.911061219911,22.4190205358573,0,16,188731,2021/12/15 03:56:51,2021/12/15 04:03:30,19833,,SC,,1,2021-12-15T08:39:30.000,9
16,113.911368162262,22.4191261637927,0,17,7866,2021/12/15 06:03:06,2021/12/15 06:05:00,10416,,SC,,1,2021-12-15T07:18:00.000,7
17,113.910905063036,22.4189667976611,0,18,371678,2021/12/15 23:44:15,2021/12/15 23:47:00,29338,,SC,,1,2021-12-15T08:39:30.000,9
18,113.913034763129,22.4196996904104,0,19,471837,2021/12/15 15:03:30,2021/12/15 15:09:01,5747,,SC,,1,2021-12-15T15:06:39.000,15
